[12340:21056:0201/141326.048:WARNING:chrome_main_delegate.cc(745)] This is Chrome version 128.0.6613.138 (not a warning)
0  --O                                                                       (2 = 66.7%)
1  ... 
3  -O                                                                        (1 = 33.3%) {66.7%}
4  ... 

Histogram: Cookie.TimeToRecordPeriodicStats recorded 1 samples, mean = 0.0 (flags = 0x41)
0  -O                                                                        (1 = 100.0%)
1  ... 

Histogram: Cookie.Type2 recorded 27 samples, mean = 12.7 (flags = 0x41)
0   ... 
4   ---O                                                                      (3 = 11.1%) {0.0%}
5   ... 
12  ---O                                                                      (3 = 11.1%) {11.1%}
13  O                                                                         (0 = 0.0%) {22.2%}
14  ---------------------O                                                    (21 = 77.8%) {22.2%}
15  ... 

Histogram: Crypto.TPMDuration.MessageSigningECDSA recorded 1 samples, mean = 59.0 (flags = 0x41)
0   ... 
52  -O                                                                        (1 = 100.0%) {0.0%}
66  ... 

Histogram: Crypto.TPMDuration.NewKeyCreationECDSA recorded 1 samples, mean = 358.0 (flags = 0x41)
0    ... 
356  -O                                                                        (1 = 100.0%) {0.0%}
452  ... 

Histogram: Crypto.TPMDuration.Virtual.MessageSigningECDSA recorded 1 samples, mean = 0.0 (flags = 0x41)
0  -O                                                                        (1 = 100.0%)
1  ... 

Histogram: Crypto.TPMDuration.Virtual.NewKeyCreationECDSA recorded 1 samples, mean = 15.0 (flags = 0x41)
0   ... 
13  -O                                                                        (1 = 100.0%) {0.0%}
16  ... 

Histogram: Crypto.TPMDuration.Virtual.WrappedKeyCreationECDSA recorded 1 samples, mean = 3.0 (flags = 0x41)
0  ... 
3  -O                                                                        (1 = 100.0%) {0.0%}
4  ... 

Histogram: Crypto.TPMDuration.WrappedKeyCreationECDSA recorded 1 samples, mean = 61.0 (flags = 0x41)
0   ... 
52  -O                                                                        (1 = 100.0%) {0.0%}
66  ... 

Histogram: Crypto.TPMOperation.MessageSigningECDSA recorded 1 samples, mean = 1.0 (flags = 0x41)
0  O                                                                         (0 = 0.0%)
1  -O                                                                        (1 = 100.0%) {0.0%}
2  O                                                                         (0 = 0.0%) {100.0%}

Histogram: Crypto.TPMOperation.MessageVerifyECDSA recorded 1 samples, mean = 1.0 (flags = 0x41)
0  O                                                                         (0 = 0.0%)
1  -O                                                                        (1 = 100.0%) {0.0%}
2  O                                                                         (0 = 0.0%) {100.0%}

Histogram: Crypto.TPMOperation.NewKeyCreationECDSA recorded 1 samples, mean = 1.0 (flags = 0x41)
0  O                                                                         (0 = 0.0%)
1  -O                                                                        (1 = 100.0%) {0.0%}
2  O                                                                         (0 = 0.0%) {100.0%}

Histogram: Crypto.TPMOperation.Virtual.MessageSigningECDSA recorded 1 samples, mean = 1.0 (flags = 0x41)
0  O                                                                         (0 = 0.0%)
1  -O                                                                        (1 = 100.0%) {0.0%}
2  O                                                                         (0 = 0.0%) {100.0%}

Histogram: Crypto.TPMOperation.Virtual.MessageVerifyECDSA recorded 1 samples, mean = 1.0 (flags = 0x41)
0  O                                                                         (0 = 0.0%)
1  -O                                                                        (1 = 100.0%) {0.0%}
2  O                                                                         (0 = 0.0%) {100.0%}

Histogram: Crypto.TPMOperation.Virtual.NewKeyCreationECDSA recorded 1 samples, mean = 1.0 (flags = 0x41)
0  O                                                                         (0 = 0.0%)
1  -O                                                                        (1 = 100.0%) {0.0%}
2  O                                                                         (0 = 0.0%) {100.0%}

Histogram: Crypto.TPMOperation.Virtual.WrappedKeyCreationECDSA recorded 1 samples, mean = 1.0 (flags = 0x41)
0  O                                                                         (0 = 0.0%)
1  -O                                                                        (1 = 100.0%) {0.0%}
2  O                                                                         (0 = 0.0%) {100.0%}

Histogram: Crypto.TPMOperation.WrappedKeyCreationECDSA recorded 1 samples, mean = 1.0 (flags = 0x41)
0  O                                                                         (0 = 0.0%)
1  -O                                                                        (1 = 100.0%) {0.0%}
2  O                                                                         (0 = 0.0%) {100.0%}

Histogram: Crypto.TPMSupport2 recorded 1 samples, mean = 2.0 (flags = 0x41)
0  ... 
2  -O                                                                        (1 = 100.0%) {0.0%}
3  O                                                                         (0 = 0.0%) {100.0%}

Histogram: Crypto.TPMSupportType recorded 1 samples, mean = 3.0 (flags = 0x41)
0  ... 
3  -O                                                                        (1 = 100.0%) {0.0%}
4  O                                                                         (0 = 0.0%) {100.0%}

Histogram: Crypto.VirtualKeySupport recorded 1 samples, mean = 2.0 (flags = 0x41)
0  ... 
2  -O                                                                        (1 = 100.0%) {0.0%}
3  O                                                                         (0 = 0.0%) {100.0%}

Histogram: DOMStorage.CommitMeasuredDelay recorded 3218 samples, mean = 22323.3 (flags = 0x41)
0      O                                                                         (1 = 0.0%)
1      ... 
5      O                                                                         (1 = 0.0%) {0.0%}
6      O                                                                         (0 = 0.0%) {0.1%}
7      O                                                                         (1 = 0.0%) {0.1%}
8      O                                                                         (1 = 0.0%) {0.1%}
9      O                                                                         (1 = 0.0%) {0.1%}
10     ... 
14     O                                                                         (2 = 0.1%) {0.2%}
16     ... 
28     O                                                                         (1 = 0.0%) {0.2%}
32     ... 
43     O                                                                         (1 = 0.0%) {0.2%}
50     O                                                                         (0 = 0.0%) {0.3%}
58     O                                                                         (1 = 0.0%) {0.3%}
67     O                                                                         (0 = 0.0%) {0.3%}
77     O                                                                         (1 = 0.0%) {0.3%}
89     O                                                                         (0 = 0.0%) {0.3%}
103    O                                                                         (1 = 0.0%) {0.3%}
119    O                                                                         (1 = 0.0%) {0.4%}
137    O                                                                         (1 = 0.0%) {0.4%}
158    O                                                                         (1 = 0.0%) {0.4%}
182    -O                                                                        (3 = 0.1%) {0.5%}
210    O                                                                         (2 = 0.1%) {0.6%}
242    -O                                                                        (3 = 0.1%) {0.6%}
279    O                                                                         (1 = 0.0%) {0.7%}
322    O                                                                         (2 = 0.1%) {0.7%}
372    -O                                                                        (3 = 0.1%) {0.8%}
429    -O                                                                        (3 = 0.1%) {0.9%}
495    -O                                                                        (5 = 0.2%) {1.0%}
571    -O                                                                        (3 = 0.1%) {1.1%}
659    -O                                                                        (6 = 0.2%) {1.2%}
761    -O                                                                        (5 = 0.2%) {1.4%}
878    --O                                                                       (9 = 0.3%) {1.6%}
1013   -O                                                                        (7 = 0.2%) {1.9%}
1169   --O                                                                       (9 = 0.3%) {2.1%}
1349   ---O                                                                      (15 = 0.5%) {2.4%}
1557   ---O                                                                      (13 = 0.4%) {2.8%}
1797   ---O                                                                      (16 = 0.5%) {3.2%}
2074   ----O                                                                     (17 = 0.5%) {3.7%}
2394   ----O                                                                     (20 = 0.6%) {4.3%}
2763   -----O                                                                    (24 = 0.7%) {4.9%}
3189   ------O                                                                   (27 = 0.8%) {5.6%}
3681   -------O                                                                  (35 = 1.1%) {6.5%}
4249   --------O                                                                 (38 = 1.2%) {7.6%}
4904   -------------O                                                            (59 = 1.8%) {8.7%}
5660   ----------O                                                               (45 = 1.4%) {10.6%}
6533   ------------O                                                             (56 = 1.7%) {12.0%}
7541   --------------O                                                           (64 = 2.0%) {13.7%}
8704   ----------------O                                                         (74 = 2.3%) {15.7%}
10047  -----------------O                                                        (81 = 2.5%) {18.0%}
11597  ----------------------------------------O                                 (189 = 5.9%) {20.5%}
13386  -------------------------------------------O                              (203 = 6.3%) {26.4%}
15451  -------------------------------------------O                              (203 = 6.3%) {32.7%}
17834  -------------------------------------------------------------O            (285 = 8.9%) {39.0%}
20585  -----------------------------------------------------------------------O  (331 = 10.3%) {47.9%}
23760  ------------------------------------------------------------O             (283 = 8.8%) {58.1%}
27425  -----------------------------------------------O                          (219 = 6.8%) {66.9%}
31655  ----------------------------------------------------------O               (270 = 8.4%) {73.7%}
36538  ------------------------------------------------------------------------O (337 = 10.5%) {82.1%}
42174  ---------------------------------------------------O                      (237 = 7.4%) {92.6%}
48679  O                                                                         (1 = 0.0%) {100.0%}
56188  ... 

Histogram: DOMStorage.CommitSizeBytes recorded 23 samples, mean = 3213.3 (flags = 0x41)
0     ... 
143   -O                                                                        (1 = 4.3%) {0.0%}
161   O                                                                         (0 = 0.0%) {4.3%}
182   -O                                                                        (1 = 4.3%) {4.3%}
205   O                                                                         (0 = 0.0%) {8.7%}
231   --O                                                                       (2 = 8.7%) {8.7%}
260   ... 
372   -O                                                                        (1 = 4.3%) {17.4%}
419   ... 
1230  -O                                                                        (1 = 4.3%) {21.7%}
1387  ... 
1988  -O                                                                        (1 = 4.3%) {26.1%}
2241  --O                                                                       (2 = 8.7%) {30.4%}
2526  ----O                                                                     (4 = 17.4%) {39.1%}
2848  -O                                                                        (1 = 4.3%) {56.5%}
3211  O                                                                         (0 = 0.0%) {60.9%}
3620  -O                                                                        (1 = 4.3%) {60.9%}
4081  --O                                                                       (2 = 8.7%) {65.2%}
4601  O                                                                         (0 = 0.0%) {73.9%}
5187  --O                                                                       (2 = 8.7%) {73.9%}
5848  --O                                                                       (2 = 8.7%) {82.6%}
6593  -O                                                                        (1 = 4.3%) {91.3%}
7433  -O                                                                        (1 = 4.3%) {95.7%}
8380  ... 

Histogram: DataUse.BytesReceived3.Delegate recorded 964 samples, mean = 64534.7 (flags = 0x41)
0         ------------O                                                             (19 = 2.0%)
50        ----O                                                                     (7 = 0.7%) {2.0%}
64        -O                                                                        (1 = 0.1%) {2.7%}
83        ... 
178       -------------------O                                                      (31 = 3.2%) {2.8%}
230       ----O                                                                     (7 = 0.7%) {6.0%}
297       ---------------------------O                                              (43 = 4.5%) {6.7%}
383       --O                                                                       (3 = 0.3%) {11.2%}
494       ---------------------------O                                              (43 = 4.5%) {11.5%}
637       ----------------O                                                         (25 = 2.6%) {16.0%}
821       --------O                                                                 (13 = 1.3%) {18.6%}
1059      ------------------------------------------------------------------------O (115 = 11.9%) {19.9%}
1366      ------------------------------------O                                     (58 = 6.0%) {31.8%}
1761      -----O                                                                    (8 = 0.8%) {37.9%}
2271      ---O                                                                      (4 = 0.4%) {38.7%}
2928      ---------O                                                                (15 = 1.6%) {39.1%}
3776      -O                                                                        (2 = 0.2%) {40.7%}
4869      ------O                                                                   (10 = 1.0%) {40.9%}
6279      --O                                                                       (3 = 0.3%) {41.9%}
8097      -----------O                                                              (17 = 1.8%) {42.2%}
10441     ----O                                                                     (7 = 0.7%) {44.0%}
13464     -------------O                                                            (21 = 2.2%) {44.7%}
17362     ----------------------------------O                                       (55 = 5.7%) {46.9%}
22388     --------------------------------------O                                   (60 = 6.2%) {52.6%}
28869     -----------------------------------------O                                (66 = 6.8%) {58.8%}
37226     ----------------------------------------------O                           (73 = 7.6%) {65.7%}
48002     -------------------------------------------------O                        (79 = 8.2%) {73.2%}
61898     -------------------------------------------O                              (68 = 7.1%) {81.4%}
79817     ---------------------------------------O                                  (63 = 6.5%) {88.5%}
102923    ---------------------O                                                    (34 = 3.5%) {95.0%}
132718    ----O                                                                     (7 = 0.7%) {98.5%}
171138    -O                                                                        (1 = 0.1%) {99.3%}
220680    -O                                                                        (1 = 0.1%) {99.4%}
284563    O                                                                         (0 = 0.0%) {99.5%}
366939    -O                                                                        (1 = 0.1%) {99.5%}
473162    ... 
786759    -O                                                                        (1 = 0.1%) {99.6%}
1014513   O                                                                         (0 = 0.0%) {99.7%}
1308198   -O                                                                        (2 = 0.2%) {99.7%}
1686900   ... 
10000000  -O                                                                        (1 = 0.1%) {99.9%}

Histogram: DataUse.BytesSent3.Delegate recorded 988 samples, mean = 885.5 (flags = 0x41)
0      ... 
16     ---O                                                                      (22 = 2.2%) {0.0%}
21     O                                                                         (1 = 0.1%) {2.2%}
28     ... 
65     ----O                                                                     (28 = 2.8%) {2.3%}
86     ------------O                                                             (85 = 8.6%) {5.2%}
113    -----------O                                                              (75 = 7.6%) {13.8%}
149    --O                                                                       (16 = 1.6%) {21.4%}
196    -O                                                                        (5 = 0.5%) {23.0%}
258    O                                                                         (0 = 0.0%) {23.5%}
340    --O                                                                       (11 = 1.1%) {23.5%}
448    ----O                                                                     (25 = 2.5%) {24.6%}
590    ----O                                                                     (29 = 2.9%) {27.1%}
777    ------------------------------------------------------------------------O (514 = 52.0%) {30.1%}
1023   ------------O                                                             (88 = 8.9%) {82.1%}
1347   -------O                                                                  (48 = 4.9%) {91.0%}
1774   ----O                                                                     (32 = 3.2%) {95.9%}
2336   O                                                                         (0 = 0.0%) {99.1%}
3077   -O                                                                        (5 = 0.5%) {99.1%}
4053   ... 
7031   O                                                                         (1 = 0.1%) {99.6%}
9260   ... 
16063  O                                                                         (3 = 0.3%) {99.7%}
21156  ... 

Histogram: DefaultBrowser.State recorded 1 samples, mean = 0.0 (flags = 0x41)
0  -O                                                                        (1 = 100.0%)
1  ... 

Histogram: DiskCache.0.Error recorded 2 samples, mean = 5.5 (flags = 0x41)
0   -O                                                                        (1 = 50.0%)
1   ... 
11  -O                                                                        (1 = 50.0%) {50.0%}
12  ... 

Histogram: DiskCache.0.TotalIOTimeRead recorded 2051 samples, mean = 44.5 (flags = 0x41)
0    ------------------------------------------------------------------------O (898 = 43.8%)
1    -------------------------------O                                          (387 = 18.9%) {43.8%}
2    -------------O                                                            (158 = 7.7%) {62.7%}
3    ---------O                                                                (109 = 5.3%) {70.4%}
4    ----O                                                                     (50 = 2.4%) {75.7%}
5    --O                                                                       (22 = 1.1%) {78.1%}
6    -O                                                                        (10 = 0.5%) {79.2%}
7    ... 
10   O                                                                         (1 = 0.0%) {79.7%}
12   -O                                                                        (17 = 0.8%) {79.7%}
14   --O                                                                       (22 = 1.1%) {80.5%}
17   -O                                                                        (13 = 0.6%) {81.6%}
20   O                                                                         (4 = 0.2%) {82.3%}
24   --O                                                                       (19 = 0.9%) {82.4%}
29   O                                                                         (2 = 0.1%) {83.4%}
34   -O                                                                        (13 = 0.6%) {83.5%}
40   --O                                                                       (19 = 0.9%) {84.1%}
48   -O                                                                        (14 = 0.7%) {85.0%}
57   ---O                                                                      (32 = 1.6%) {85.7%}
68   -O                                                                        (16 = 0.8%) {87.3%}
81   --O                                                                       (21 = 1.0%) {88.1%}
96   -O                                                                        (18 = 0.9%) {89.1%}
114  --O                                                                       (22 = 1.1%) {90.0%}
135  --O                                                                       (22 = 1.1%) {91.0%}
160  --O                                                                       (20 = 1.0%) {92.1%}
190  --O                                                                       (25 = 1.2%) {93.1%}
226  -O                                                                        (13 = 0.6%) {94.3%}
268  -O                                                                        (9 = 0.4%) {94.9%}
318  -O                                                                        (11 = 0.5%) {95.4%}
378  -O                                                                        (11 = 0.5%) {95.9%}
449  -O                                                                        (12 = 0.6%) {96.4%}
533  -O                                                                        (14 = 0.7%) {97.0%}
633  --O                                                                       (22 = 1.1%) {97.7%}
752  -O                                                                        (16 = 0.8%) {98.8%}
894  -O                                                                        (9 = 0.4%) {99.6%}
1062 ... 

Histogram: DiskCache.0.TotalIOTimeWrite recorded 15747 samples, mean = 0.4 (flags = 0x41)
0    ------------------------------------------------------------------------O (14904 = 94.6%)
1    --O                                                                       (436 = 2.8%) {94.6%}
2    -O                                                                        (149 = 0.9%) {97.4%}
3    O                                                                         (67 = 0.4%) {98.4%}
4    O                                                                         (53 = 0.3%) {98.8%}
5    O                                                                         (53 = 0.3%) {99.1%}
6    O                                                                         (18 = 0.1%) {99.5%}
7    O                                                                         (15 = 0.1%) {99.6%}
8    O                                                                         (7 = 0.0%) {99.7%}
10   O                                                                         (10 = 0.1%) {99.7%}
12   O                                                                         (0 = 0.0%) {99.8%}
14   O                                                                         (1 = 0.0%) {99.8%}
17   O                                                                         (0 = 0.0%) {99.8%}
20   O                                                                         (1 = 0.0%) {99.8%}
24   O                                                                         (2 = 0.0%) {99.8%}
29   O                                                                         (0 = 0.0%) {99.8%}
34   O                                                                         (2 = 0.0%) {99.8%}
40   O                                                                         (6 = 0.0%) {99.8%}
48   O                                                                         (1 = 0.0%) {99.9%}
57   O                                                                         (2 = 0.0%) {99.9%}
68   O                                                                         (3 = 0.0%) {99.9%}
81   O                                                                         (2 = 0.0%) {99.9%}
96   O                                                                         (5 = 0.0%) {99.9%}
114  O                                                                         (1 = 0.0%) {99.9%}
135  O                                                                         (2 = 0.0%) {99.9%}
160  O                                                                         (3 = 0.0%) {100.0%}
190  ... 
533  O                                                                         (2 = 0.0%) {100.0%}
633  O                                                                         (2 = 0.0%) {100.0%}
752  ... 

Histogram: Download.Database.IsAvailable recorded 1 samples, mean = 1.0 (flags = 0x41)
0  O                                                                         (0 = 0.0%)
1  -O                                                                        (1 = 100.0%) {0.0%}
2  O                                                                         (0 = 0.0%) {100.0%}

Histogram: Download.Service.Db.Operation.Success recorded 1 samples, mean = 0.0 (flags = 0x41)
0  -O                                                                        (1 = 100.0%)
1  ... 

Histogram: Download.Service.Db.Records recorded 1 samples, mean = 0.0 (flags = 0x41)
0  -O                                                                        (1 = 100.0%)
1  ... 

Histogram: Download.Service.Db.Records.Active recorded 1 samples, mean = 0.0 (flags = 0x41)
0  -O                                                                        (1 = 100.0%)
1  ... 

Histogram: Download.Service.Db.Records.Available recorded 1 samples, mean = 0.0 (flags = 0x41)
0  -O                                                                        (1 = 100.0%)
1  ... 

Histogram: Download.Service.Db.Records.Complete recorded 1 samples, mean = 0.0 (flags = 0x41)
0  -O                                                                        (1 = 100.0%)
1  ... 

Histogram: Download.Service.Db.Records.New recorded 1 samples, mean = 0.0 (flags = 0x41)
0  -O                                                                        (1 = 100.0%)
1  ... 

Histogram: Download.Service.Db.Records.Paused recorded 1 samples, mean = 0.0 (flags = 0x41)
0  -O                                                                        (1 = 100.0%)
1  ... 

Histogram: Download.Service.Files.CleanUp.External recorded 3 samples, mean = 0.0 (flags = 0x41)
0  ---O                                                                      (3 = 100.0%)
1  ... 

Histogram: Download.Service.Files.CleanUp.External.Orphaned recorded 1 samples, mean = 0.0 (flags = 0x41)
0  -O                                                                        (1 = 100.0%)
1  ... 

Histogram: Download.Service.Files.CleanUp.External.Timeout recorded 1 samples, mean = 0.0 (flags = 0x41)
0  -O                                                                        (1 = 100.0%)
1  ... 

Histogram: Download.Service.Files.CleanUp.External.Unknown recorded 1 samples, mean = 0.0 (flags = 0x41)
0  -O                                                                        (1 = 100.0%)
1  ... 

Histogram: Download.Service.Files.CleanUp.Failure recorded 3 samples, mean = 0.0 (flags = 0x41)
0  ---O                                                                      (3 = 100.0%)
1  ... 

Histogram: Download.Service.Files.CleanUp.Failure.Orphaned recorded 1 samples, mean = 0.0 (flags = 0x41)
0  -O                                                                        (1 = 100.0%)
1  ... 

Histogram: Download.Service.Files.CleanUp.Failure.Timeout recorded 1 samples, mean = 0.0 (flags = 0x41)
0  -O                                                                        (1 = 100.0%)
1  ... 

Histogram: Download.Service.Files.CleanUp.Failure.Unknown recorded 1 samples, mean = 0.0 (flags = 0x41)
0  -O                                                                        (1 = 100.0%)
1  ... 

Histogram: Download.Service.Files.CleanUp.Success recorded 3 samples, mean = 0.0 (flags = 0x41)
0  ---O                                                                      (3 = 100.0%)
1  ... 

Histogram: Download.Service.Files.CleanUp.Success.Orphaned recorded 1 samples, mean = 0.0 (flags = 0x41)
0  -O                                                                        (1 = 100.0%)
1  ... 

Histogram: Download.Service.Files.CleanUp.Success.Timeout recorded 1 samples, mean = 0.0 (flags = 0x41)
0  -O                                                                        (1 = 100.0%)
1  ... 

Histogram: Download.Service.Files.CleanUp.Success.Unknown recorded 1 samples, mean = 0.0 (flags = 0x41)
0  -O                                                                        (1 = 100.0%)
1  ... 

Histogram: Download.Service.StartUpStatus.Initialization recorded 1 samples, mean = 0.0 (flags = 0x41)
0  -O                                                                        (1 = 100.0%)
1  ... 

Histogram: Enterprise.TimeToFirstPolicyLoad.Profile.Unmanaged recorded 1 samples, mean = 0.0 (flags = 0x41)
0  -O                                                                        (1 = 100.0%)
1  ... 

Histogram: EnterpriseCheck.AzureADJoinStatusCheckTime recorded 1 samples, mean = 3.0 (flags = 0x41)
0  ... 
3  -O                                                                        (1 = 100.0%) {0.0%}
4  ... 

Histogram: Event.GestureCreated recorded 50 samples, mean = 12.0 (flags = 0x41)
0   ... 
12  --------------------------------------------------O                       (50 = 100.0%) {0.0%}
13  ... 

Histogram: Event.Jank.PredictorJankyFramePercentage2 recorded 2 samples, mean = 2.0 (flags = 0x41)
0  -O                                                                        (1 = 50.0%)
1  ... 
4  -O                                                                        (1 = 50.0%) {50.0%}
5  ... 

Histogram: Event.Jank.ScrollUpdate.FastScroll.MissedVsync.FrameAboveJankyThreshold2 recorded 4 samples, mean = 79.0 (flags = 0x41)
0   ... 
77  ----O                                                                     (4 = 100.0%) {0.0%}
88  ... 

Histogram: Event.Jank.ScrollUpdate.FastScroll.NoMissedVsync.FrameAboveJankyThreshold2 recorded 5 samples, mean = 99.2 (flags = 0x41)
0    ... 
75   ----O                                                                     (4 = 80.0%) {0.0%}
86   ... 
171  -O                                                                        (1 = 20.0%) {80.0%}
196  ... 

Histogram: Event.Latency.ScrollBegin.Touch.AverageLagPresentation recorded 56 samples, mean = 151.4 (flags = 0x41)
0    ... 
120  ----------------O                                                         (16 = 28.6%) {0.0%}
135  -----------------------O                                                  (23 = 41.1%) {28.6%}
152  ----------O                                                               (10 = 17.9%) {69.6%}
171  -O                                                                        (1 = 1.8%) {87.5%}
192  ---O                                                                      (3 = 5.4%) {89.3%}
216  O                                                                         (0 = 0.0%) {94.6%}
243  -O                                                                        (1 = 1.8%) {94.6%}
273  --O                                                                       (2 = 3.6%) {96.4%}
307  ... 

Histogram: Event.Latency.ScrollBegin.Touch.AverageLagPresentation.NoPrediction recorded 56 samples, mean = 151.4 (flags = 0x41)
0    ... 
120  ----------------O                                                         (16 = 28.6%) {0.0%}
135  -----------------------O                                                  (23 = 41.1%) {28.6%}
152  ----------O                                                               (10 = 17.9%) {69.6%}
171  -O                                                                        (1 = 1.8%) {87.5%}
192  ---O                                                                      (3 = 5.4%) {89.3%}
216  O                                                                         (0 = 0.0%) {94.6%}
243  -O                                                                        (1 = 1.8%) {94.6%}
273  --O                                                                       (2 = 3.6%) {96.4%}
307  ... 

Histogram: Event.Latency.ScrollUpdate.Touch.AverageLagPresentation recorded 47 samples, mean = 112.5 (flags = 0x41)
0    ... 
60   -O                                                                        (1 = 2.1%) {0.0%}
67   O                                                                         (0 = 0.0%) {2.1%}
75   --------O                                                                 (8 = 17.0%) {2.1%}
84   ----------O                                                               (10 = 21.3%) {19.1%}
95   --------O                                                                 (8 = 17.0%) {40.4%}
107  ------O                                                                   (6 = 12.8%) {57.4%}
120  ----O                                                                     (4 = 8.5%) {70.2%}
135  ----O                                                                     (4 = 8.5%) {78.7%}
152  ---O                                                                      (3 = 6.4%) {87.2%}
171  -O                                                                        (1 = 2.1%) {93.6%}
192  -O                                                                        (1 = 2.1%) {95.7%}
216  -O                                                                        (1 = 2.1%) {97.9%}
243  ... 

Histogram: Event.Latency.ScrollUpdate.Touch.AverageLagPresentation.NoPrediction recorded 47 samples, mean = 112.5 (flags = 0x41)
0    ... 
60   -O                                                                        (1 = 2.1%) {0.0%}
67   O                                                                         (0 = 0.0%) {2.1%}
75   --------O                                                                 (8 = 17.0%) {2.1%}
84   ----------O                                                               (10 = 21.3%) {19.1%}
95   --------O                                                                 (8 = 17.0%) {40.4%}
107  ------O                                                                   (6 = 12.8%) {57.4%}
120  ----O                                                                     (4 = 8.5%) {70.2%}
135  ----O                                                                     (4 = 8.5%) {78.7%}
152  ---O                                                                      (3 = 6.4%) {87.2%}
171  -O                                                                        (1 = 2.1%) {93.6%}
192  -O                                                                        (1 = 2.1%) {95.7%}
216  -O                                                                        (1 = 2.1%) {97.9%}
243  ... 

Histogram: Event.Latency.ScrollUpdate.Touch.AverageLagPresentation.PredictionPositive recorded 47 samples, mean = 0.0 (flags = 0x41)
0  -----------------------------------------------O                          (47 = 100.0%)
1  ... 

Histogram: Event.Latency.ScrollUpdate.Touch.AverageLagPresentation.RemainingLagPercentage recorded 47 samples, mean = 100.0 (flags = 0x41)
0    ... 
100  -----------------------------------------------O                          (47 = 100.0%) {0.0%}
104  ... 

Histogram: Event.PassiveListeners recorded 283 samples, mean = 0.0 (flags = 0x41)
0  ------------------------------------------------------------------------O (283 = 100.0%)
1  ... 

Histogram: Event.ScrollJank.DelayedFramesPercentage.FixedWindow recorded 2 samples, mean = 5.5 (flags = 0x41)
0  ... 
4  -O                                                                        (1 = 50.0%) {0.0%}
5  ... 
7  -O                                                                        (1 = 50.0%) {50.0%}
8  ... 

Histogram: Event.ScrollJank.DelayedFramesPercentage.PerScroll recorded 52 samples, mean = 4.5 (flags = 0x41)
0   -------------------------------------------O                              (43 = 82.7%)
1   ... 
16  -O                                                                        (1 = 1.9%) {82.7%}
17  ... 
20  ---O                                                                      (3 = 5.8%) {84.6%}
21  ... 
25  --O                                                                       (2 = 3.8%) {90.4%}
26  ... 
33  --O                                                                       (2 = 3.8%) {94.2%}
34  ... 
40  -O                                                                        (1 = 1.9%) {98.1%}
41  ... 

Histogram: Event.ScrollJank.DelayedFramesPercentage.PerScroll.Small recorded 52 samples, mean = 4.5 (flags = 0x41)
0   -------------------------------------------O                              (43 = 82.7%)
1   ... 
16  -O                                                                        (1 = 1.9%) {82.7%}
17  ... 
20  ---O                                                                      (3 = 5.8%) {84.6%}
21  ... 
25  --O                                                                       (2 = 3.8%) {90.4%}
26  ... 
33  --O                                                                       (2 = 3.8%) {94.2%}
34  ... 
40  -O                                                                        (1 = 1.9%) {98.1%}
41  ... 

Histogram: Event.ScrollJank.MissedVsyncs.PerFrame recorded 214 samples, mean = 0.1 (flags = 0x41)
0  ------------------------------------------------------------------------O (202 = 94.4%)
1  ---O                                                                      (9 = 4.2%) {94.4%}
2  -O                                                                        (3 = 1.4%) {98.6%}
3  ... 

Histogram: Event.ScrollJank.MissedVsyncsMax.FixedWindow recorded 2 samples, mean = 2.0 (flags = 0x41)
0  ... 
2  --O                                                                       (2 = 100.0%) {0.0%}
3  ... 

Histogram: Event.ScrollJank.MissedVsyncsMax.FixedWindow2 recorded 2 samples, mean = 2.0 (flags = 0x41)
0  ... 
2  --O                                                                       (2 = 100.0%) {0.0%}
3  ... 

Histogram: Event.ScrollJank.MissedVsyncsMax.PerScroll recorded 52 samples, mean = 0.2 (flags = 0x41)
0  -------------------------------------------O                              (43 = 82.7%)
1  ------O                                                                   (6 = 11.5%) {82.7%}
2  ---O                                                                      (3 = 5.8%) {94.2%}
3  ... 

Histogram: Event.ScrollJank.MissedVsyncsMax.PerScroll.Small recorded 52 samples, mean = 0.2 (flags = 0x41)
0  -------------------------------------------O                              (43 = 82.7%)
1  ------O                                                                   (6 = 11.5%) {82.7%}
2  ---O                                                                      (3 = 5.8%) {94.2%}
3  ... 

Histogram: Event.ScrollJank.MissedVsyncsPercentage.FixedWindow recorded 2 samples, mean = 5.0 (flags = 0x41)
0  ... 
4  -O                                                                        (1 = 50.0%) {0.0%}
5  O                                                                         (0 = 0.0%) {50.0%}
6  -O                                                                        (1 = 50.0%) {50.0%}
7  ... 

Histogram: Event.ScrollJank.MissedVsyncsPercentage.PerScroll recorded 52 samples, mean = 3.4 (flags = 0x41)
0   --------------------------------------------O                             (44 = 84.6%)
1   ... 
16  --O                                                                       (2 = 3.8%) {84.6%}
17  ... 
20  --O                                                                       (2 = 3.8%) {88.5%}
21  ... 
25  ---O                                                                      (3 = 5.8%) {92.3%}
26  ... 
28  -O                                                                        (1 = 1.9%) {98.1%}
29  ... 

Histogram: Event.ScrollJank.MissedVsyncsPercentage.PerScroll.Small recorded 52 samples, mean = 3.4 (flags = 0x41)
0   --------------------------------------------O                             (44 = 84.6%)
1   ... 
16  --O                                                                       (2 = 3.8%) {84.6%}
17  ... 
20  --O                                                                       (2 = 3.8%) {88.5%}
21  ... 
25  ---O                                                                      (3 = 5.8%) {92.3%}
26  ... 
